"URI","Title","RecordId","Authority","Degree","Deity","Denomination","Dynasty","Engraver","Era","Issuer","Maker","Manufacture","Material","Mint","Obverse Legend","Obverse Type","Object Type","Portrait","Reference","Region","Reverse Legend","Reverse Type","Year","Date Record Modified"
"http://numismatics.org/ocre/id/ric.2.tr.818","RIC II Trajan 818","ric.2.tr.818","Trajan","","","Denarius","","","","","","Struck","Silver","Rome","AVGVSTVS COS XI","Head of Augustus, laureate, right","Coin","Augustus|Agrippa","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST M AGRIPPA COS TER COSSVS LENTVLVS","Head of Agrippa, wearing rostral and mural crown, right","98|117","2014-11-04T11:03:16.495Z"
"http://numismatics.org/ocre/id/ric.2.tr.816","RIC II Trajan 816","ric.2.tr.816","Trajan","","Nemesis","Aureus","","","","","","Struck","Gold","Rome","DIVVS IVLIVS","Head of Divus Julius Caesar, bare, right","Coin","Julius Caesar","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST","Nemesis, winged, walking right, holding caduceus in left hand, and pulling drapery away from her chest with right; snake at feet","98|117","2014-11-04T11:02:43.987Z"
"http://numismatics.org/ocre/id/ric.2.tr.813","RIC II Trajan 813","ric.2.tr.813","Trajan","","","Denarius","","","","","","Struck","Silver","Rome","","Head of Livineius Regulus, right","Coin","Livineius Regulus","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST L LIVINEIVS REGVLVS","Modius between two corn-ears","98|117","2014-11-04T11:03:12.428Z"
"http://numismatics.org/ocre/id/ric.2.tr.811","RIC II Trajan 811","ric.2.tr.811","Trajan","","Anapias|Amphinomus|Neptune","Denarius","","","","","","Struck","Silver","Rome","MAG PIVS IMP ITER","Head of Pompey flanked by lituus and praefericulum","Coin","Pompey","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST PRAEF CLAS ET ORAE MARIT EX S C","Anapias and Amphinomus carrying their parents; Neptune standing center","98|117","2014-11-04T11:03:07.712Z"
"http://numismatics.org/ocre/id/ric.6.lon.281","RIC VI Londinium 281","ric.6.lon.281","Constantine I","","Sol","AE3","","","","","","Struck","Bronze","Londinium","IMP CONSTANTINVS P AVG","Bust of Constantine I, laureate, cuirassed, right","Coin","Constantine I","","Britannia","SOLI INV-IC-TO COMITI or SOLI INV-I-C-TO COMITI or SOLI INVIC-TO COMITI","Sol, chlamys draped over left shoulder, standing left, raising right hand and holding up globe with left hand","312|313","2016-06-24T16:23:38Z"
"http://numismatics.org/ocre/id/ric.6.lon.279","RIC VI Londinium 279","ric.6.lon.279","Constantine I","","Sol","AE3","","","","","","Struck","Bronze","Londinium","IMP CONSTANTINVS P F AVG","Bust of Constantine I, laureate, cuirassed, right","Coin","Constantine I","","Britannia","SOLI INV-IC-TO COMITI or SOLI INV-I-C-TO COMITI or SOLI INVIC-TO COMITI","Sol, chlamys draped over left shoulder, standing left, raising right hand and holding up globe with left hand","312|313","2016-06-24T16:23:38Z"
"http://numismatics.org/ocre/id/ric.2.tr.808","RIC II Trajan 808","ric.2.tr.808","Trajan","","Ceres|Juno Sospita","Denarius","","","","","","Struck","Silver","Rome","","Head of Ceres, left","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST CORNVFICI AVGVR IMP","Cornuficus, holding lituus, behind crowned by Juno Sospita","98|117","2014-11-04T11:05:07.8Z"
"http://numismatics.org/ocre/id/ric.2.tr.806","RIC II Trajan 806","ric.2.tr.806","Trajan","","Venus","Aureus","","","","","","Struck","Gold","Rome","C IVLIVS CAES IMP COS III","Head of Julius Caesar, bare, right","Coin","Julius Caesar","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST","Venus standing right leaning on column, holding helmet and spear; shield at feet","98|117","2014-11-04T11:05:33.124Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).491","RIC V Gallienus 491","ric.5.gall(2).491","Gallienus","","Mars","Antoninianus","","","","","","Struck","Silver","Mediolanum","GALLIENVS AVG","Head of Gallienus, radiate, right","Coin","Gallienus","","Italy","MARTI CONSER","Mars, walking left, holding olive-branch in right hand and spear and shield in left hand","260|268","2015-06-10T14:24:50Z"
"http://numismatics.org/ocre/id/ric.6.lon.274","RIC VI Londinium 274","ric.6.lon.274","Constantine I","","Roma","AE3","","","","","","Struck","Bronze","Londinium","CONSTANTINVS P AVG","Bust of Constantine I, laureate, helmeted, cuirassed, left, holding spear forward in right hand and shield on left arm","Coin","Constantine I","","Britannia","ROMAE - RE-STITVTAE or ROMA-E RE-STITVTAE","Roma, helmeted, draped, seated left, holding branch in right hand and globe in left hand","312|313","2016-06-24T16:23:37Z"
"http://numismatics.org/ocre/id/ric.2.tr.802","RIC II Trajan 802","ric.2.tr.802","Trajan","","Africa|Hercules","Denarius","","","","","","Struck","Silver","Rome","Q METELL SCIPIO IMP","Head of Africa, right","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST EPPIVS LEF F C","Hercules, naked, standing front, leaning on club and lion's skin","98|117","2014-11-04T11:05:44.116Z"
"http://numismatics.org/ocre/id/ric.3.m_aur.1440","RIC III Marcus Aurelius 1440","ric.3.m_aur.1440","Marcus Aurelius","","","Sestertius","","","","","","Struck","Bronze","Rome","L VERVS AVG ARM PARTH MAX","Head of Lucius Verus, laureate, right","Coin","Lucius Verus","","Italy","TR POT VI IMP III COS II S C","Parthian, seated right at base of trophy, with hands bound behind his back; behind him, shield","165|166","2014-11-04T11:03:07.685Z"
"http://numismatics.org/ocre/id/ric.6.lon.269","RIC VI Londinium 269","ric.6.lon.269","Constantine I","","Roma","AE3","","","","","","Struck","Bronze","Londinium","CONSTANTINVS P F AVG","Bust of Constantine I, laureate, cuirassed, right","Coin","Constantine I","","Britannia","ROMAE - AETER AVGG","Roma, helmeted, draped, seated left, holding branch in right hand and globe in left hand","312|313","2016-06-24T16:23:37Z"
"http://numismatics.org/ocre/id/ric.2.tr.798","RIC II Trajan 798","ric.2.tr.798","Trajan","","","Denarius","","","","","","Struck","Silver","Rome","ANCVS","Head of Ancus Marcius, diademed, right; lituus behind","Coin","Ancus Marcius","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST PHILIPPVS","Aqueduct inscribed AQVA MAR surmounted by equestrian statue right; branch below statue","98|117","2014-11-04T11:02:48.478Z"
"http://numismatics.org/ocre/id/ric.6.lon.268","RIC VI Londinium 268","ric.6.lon.268","Constantine I","","","AE3","","","","","","Struck","Bronze","Londinium","CONSTANTINVS P AVG","Bust of Constantine I, laureate, helmeted, cuirassed, left, holding spear forward in right hand and shield on left arm","Coin","Constantine I","","Britannia","PRINCIPI IV-VENTVTIS or PRINCIPI I-VVENTVTIS or PRINCIPI IVV-ENTVTIS or PRINCIPI IV-VE-NTVTIS","Constantine I, draped, cuirassed, cloak hanging behind, standing front, head left, holding transverse spear in right hand and globe in left hand","312|313","2016-06-24T16:23:37Z"
"http://numismatics.org/ocre/id/ric.2.tr.796","RIC II Trajan 796","ric.2.tr.796","Trajan","","Vesta","Denarius","","","","","","Struck","Silver","Rome","Q CASSIVS VEST","Bust of Vesta, veiled, draped, right","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST","Front view of Temple of Vesta showing six columns, statue above; voting urn on left and tablet inscribed A C on right","98|117","2014-11-04T11:02:50.461Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).488","RIC V Gallienus 488","ric.5.gall(2).488","Gallienus","","Jupiter|Victory","Antoninianus","","","","","","Struck","Silver","Mediolanum","GALLIENVS P F AVG","Bust of Gallienus, radiate, cuirassed, right","Coin","Gallienus","","Italy","IOVI STATORI","Jupiter, standing left, holding Victory in right hand and sceptre in left hand","260|268","2015-06-10T14:24:48Z"
"http://numismatics.org/ocre/id/ric.2.tr.793","RIC II Trajan 793","ric.2.tr.793","Trajan","","Diana","Denarius","","","","","","Struck","Silver","Rome","FEELIX","Head, diademed, right, perhaps Sulla","Coin","Sulla","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST FAVSTVS","Diana standing in biga right","98|117","2014-11-04T11:02:40.469Z"
"http://numismatics.org/ocre/id/ric.2.tr.792","RIC II Trajan 792","ric.2.tr.792","Trajan","","Diana|Bacchus","Denarius","","","","","","Struck","Silver","Rome","FAVSTVS","Bust of Diana, right; lituus behind","Coin","Sulla|Jugurtha","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST FELIX","Bacchus and Jugurtha kneeling in front of Sulla who is seated on platform","98|117","2014-11-04T11:05:10.691Z"
"http://numismatics.org/ocre/id/ric.2.tr.791","RIC II Trajan 791","ric.2.tr.791","Trajan","","Flora","Denarius","","","","","","Struck","Silver","Rome","FLORAL PRIMVS","Head of Flora, right; lituus behind","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST C SERVEIL C F","Two soldiers holding shields and swords, confronting","98|117","2014-11-04T11:05:36.315Z"
"http://numismatics.org/ocre/id/ric.6.lon.261","RIC VI Londinium 261","ric.6.lon.261","Constantine I","","Mars","AE3","","","","","","Struck","Bronze","Londinium","CONSTANTINVS AVG","Bust of Constantine I, laureate, helmeted, cuirassed, left, holding spear over right shoulder and shield on left arm","Coin","Constantine I","","Britannia","MARTI CON-SERVATORI","Mars, nude, standing right, leaning on reversed spear with right hand and supporting shield with left hand","312|313","2016-06-24T16:23:36Z"
"http://numismatics.org/ocre/id/ric.2.tr.790","RIC II Trajan 790","ric.2.tr.790","Trajan","","Vesta","Denarius","","","","","","Struck","Silver","Rome","","Head of Vesta, veiled, right; flanked by wreath and simpulum","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST M LEPIDVS AIMILIA REF S C","Basilica Aemilia","98|117","2014-11-04T11:03:25.577Z"
"http://numismatics.org/ocre/id/ric.2.tr.789","RIC II Trajan 789","ric.2.tr.789","Trajan","","Vesta","Denarius","","","","","","Struck","Silver","Rome","S C","Head of Vesta, veiled, draped, right","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST P GALB AED CVR","Axe, simpulum, and knife","98|117","2014-11-04T11:03:54.376Z"
"http://numismatics.org/ocre/id/ric.2.tr.788","RIC II Trajan 788","ric.2.tr.788","Trajan","","Concordia","Denarius","","","","","","Struck","Silver","Rome","PAVLLVS LEPIDVS CONCORDIA","Head of Concordia, veiled, right","Coin","Lucius Aemilius Paullus Macedonicus|Perseus","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST TER PAVLVS","Lucius Aemilius Paulus standing next to trophy along with Perseus and his sons","98|117","2014-11-04T11:02:43.053Z"
"http://numismatics.org/ocre/id/ric.2.tr.787","RIC II Trajan 787","ric.2.tr.787","Trajan","","Bonus Eventus","Denarius","","","","","","Struck","Silver","Rome","BON EVENT LIBO","Head of Bonus Eventus, wearing fillet, right","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST PVTEAL SCRIBON","Puteal decorated with lyres and garlands","98|117","2014-11-04T11:03:36.801Z"
"http://numismatics.org/ocre/id/ric.2.tr.786","RIC II Trajan 786","ric.2.tr.786","Trajan","","Neptune","Denarius","","","","","","Struck","Silver","Rome","","Head of Neptune, laureate, right; trident on shoulder","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST L LVCRETI TRIO","Cupid riding dolphin right","98|117","2014-11-04T11:05:26.065Z"
"http://numismatics.org/ocre/id/ric.2.tr.785","RIC II Trajan 785","ric.2.tr.785","Trajan","","Sol","Denarius","","","","","","Struck","Silver","Rome","","Head of Sol, radiate, right","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST L LVCRETI TRIO","Crescent with seven stars","98|117","2014-11-04T11:04:34.833Z"
"http://numismatics.org/ocre/id/ric.2.tr.784","RIC II Trajan 784","ric.2.tr.784","Trajan","","Pietas","Denarius","","","","","","Struck","Silver","Rome","","Head of Pietas, right; stork front","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST Q C M P I","Elephant standing left","98|117","2014-11-04T11:03:04.319Z"
"http://numismatics.org/ocre/id/ric.6.lon.254","RIC VI Londinium 254","ric.6.lon.254","Constantine I","","Mars","AE3","","","","","","Struck","Bronze","Londinium","CONSTANTINVS P F AVG","Bust of Constantine I, laureate, cuirassed, right","Coin","Constantine I","","Britannia","MARTI CON-SERVATORI","Mars, nude, standing right, leaning on reversed spear with right hand and supporting shield with left hand","312|313","2016-06-24T16:23:35Z"
"http://numismatics.org/ocre/id/ric.2.tr.783","RIC II Trajan 783","ric.2.tr.783","Trajan","","Victory","Denarius","","","","","","Struck","Silver","Rome","","Bust of Victory, right; caduceus front","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST C VAL FLA IMPERAT EX S C","Aquila between two standards; H and P are inscribed on standards","98|117","2014-11-04T11:04:52.299Z"
"http://numismatics.org/ocre/id/ric.2.tr.782","RIC II Trajan 782","ric.2.tr.782","Trajan","","Venus","Denarius","","","","","","Struck","Silver","Rome","C NORBANVS CC III","Head of Venus, diademed, right","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST","Fasces with axe between corn-ears on left and caduceus on right","98|117","2014-11-04T11:03:14.393Z"
"http://numismatics.org/ocre/id/ric.2.tr.781","RIC II Trajan 781","ric.2.tr.781","Trajan","","Ceres","Denarius","","","","","","Struck","Silver","Rome","CAPIT IXXV","Head of Ceres, wearing crown of corn, right with flower","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P REST C MARI C F S C IXXV","Man driving two oxen left","98|117","2014-11-04T11:04:07.933Z"
"http://numismatics.org/ocre/id/ric.6.lon.251","RIC VI Londinium 251","ric.6.lon.251","Constantine I","","Mars","AE3","","","","","","Struck","Bronze","Londinium","IMP CONSTANTINVS P F AVG","Bust of Constantine I, laureate, draped, cuirassed, right","Coin","Constantine I","","Britannia","MARTI CON-SERVATORI","Mars, nude, standing right, leaning on reversed spear with right hand and supporting shield with left hand","312|313","2016-06-24T16:23:34Z"
"http://numismatics.org/ocre/id/ric.2.tr.780","RIC II Trajan 780","ric.2.tr.780","Trajan","","Mercury|Odysseus|Argos","Denarius","","","","","","Struck","Silver","Rome","","Bust of Mercury, right; caduceus and E behind","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P C MAMIL LIME TAN","Odysseus walking right to meet his pet Argos","98|117","2014-11-04T11:02:48.302Z"
"http://numismatics.org/ocre/id/ric.2.tr.779","RIC II Trajan 779","ric.2.tr.779","Trajan","","Roma|Victory","Denarius","","","","","","Struck","Silver","Rome","","Bust of Roma, helmeted, right","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P L RVBRI","Small Victory in quadriga, right","98|117","2014-11-04T11:05:28.748Z"
"http://numismatics.org/ocre/id/ric.6.lon.249","RIC VI Londinium 249","ric.6.lon.249","Constantine I","","Genius","AE3","","","","","","Struck","Bronze","Londinium","IMP LICINIVS P F AVG","Bust of Licinius, laureate, cuirassed, right","Coin","Licinius","","Britannia","GENIO - POP ROM","Genius, turreted, draped, standing left, holding patera in right hand and cornucopiae in left hand","312|313","2016-06-24T16:23:34Z"
"http://numismatics.org/ocre/id/ric.2.tr.777","RIC II Trajan 777","ric.2.tr.777","Trajan","","Jupiter|Victory","Denarius","","","","","","Struck","Silver","Rome","DOSSEN","Head of Jupiter, laureate, right; sceptre behind","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P L RVBRI","Small Victory in quadriga, right","98|117","2014-11-04T11:05:19.481Z"
"http://numismatics.org/ocre/id/ric.2.tr.775","RIC II Trajan 775","ric.2.tr.775","Trajan","","Libertas|Victory","Denarius","","","","","","Struck","Silver","Rome","M CATO ROMA","Head of Libertas, right","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P VICTRIX","Victory seated right, holding patera and palm","98|117","2014-11-04T11:04:52.607Z"
"http://numismatics.org/ocre/id/ric.2.tr.774","RIC II Trajan 774","ric.2.tr.774","Trajan","","Roma","Denarius","","","","","","Struck","Silver","Rome","","Head of Roma, wearing crested helmet, right","Coin","","","Italy","IMP CAES TRAIAN AVG GER DAC P P Q THERM M F","Two combating soldiers","98|117","2014-11-04T11:02:26.328Z"
"http://numismatics.org/ocre/id/ric.3.ant.825","RIC III Antoninus Pius 825","ric.3.ant.825","Antoninus Pius","","Mars","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS IIII","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","S C","Mars, advancing right, holding spear in right hand and trophy in left","145|161","2014-11-04T11:04:30.007Z"
"http://numismatics.org/ocre/id/ric.3.ant.824A","RIC III Antoninus Pius 824A","ric.3.ant.824A","Antoninus Pius","","Apollo","As","","","","","","Struck","Bronze","Rome","ANTONINVS AVG PIVS P P TR P COS IIII","Head of Antoninus Pius, laureate, right","Coin","Antoninus Pius","","Italy","S C","Apollo, draped to feet, standing front, head left, holding patera in extended right hand and lyre at his shoulder in left","145|161","2014-11-04T11:02:25.013Z"
"http://numismatics.org/ocre/id/ric.5.gall(2).239","RIC V Gallienus 239","ric.5.gall(2).239","Gallienus","","Mars","Antoninianus","","","","","","Struck","Silver","Rome","IMP CAES GALLIENVS AVG","Head of Gallienus, radiate, right","Coin","Gallienus","","Italy","MARTI PROPVGNATORI | MARTI PROPVGNAT","Mars, walking right, holding spear and shield, spearing fallen enemy","260|268","2015-06-10T14:22:40Z"
